filename,category_x,ocr_text,detected_language,translation_en,translation_ja,translation_ur,translation_zh,status,category_y,image_path,ground_truth,notes,char_accuracy,word_accuracy
Screenshot_3.png,manga,"Editorial Advisory Board OR, LAURETTA BENDER Associate Professor of Psychiatry School of New York University JOSETTE FRANK Consultant on Children’s Reading, Child Study Association of America OR. BOWIE MILLICAN of English Literature New York University Or. SONES Professor of Education and Director of Curticulum Study, University of Pittsburgh Dr. HARCOURT PEPPARD Acting Director, Bureau of Child Guidance Board of Education, City of New York THERE'S NO SUCH ANIMAL. WE'VE HUNTED HIGH The following mag- azines all bear this trademark as your guarantee of the best in comic reading: ACTION COMICS A DATE WITH JUDY ADVENTURE COMICS ALL-AMERICAN COMICS ALL-FLASH ALL FUNNY COMICS ALL-STAR COMICS ANIMAL ANTICS BATMAN BOY COMMANDOS BUZZY COMIC CAVALCADE DETECTIVE COMICS FLASH COMICS FUNNY FOLKS FUNNY STUFF GREEN LANTERN LEADING COMICS MORE FUN COMICS MUTT JEFF REAL FACT COMICS REAL SCREEN COMICS SENSATION COMICS STAR SPANGLED COMICS SUPERMAN WONDER. WOMAN WORLD'S FINEST COMICS DETECTIVE COMICS, No, Oc! Published mon! ly by National Comics Publications, Lexington Ave., New York Whitney Ellsw Reentered as second closs matter at the Post Office at Now York, under the act of March Yearly subscription in the including postage. Foreign, in American funds, For advert rates oddrese Richard Feldan AND Low, IN LAND OF APE AND CANNIBAL, BUT NOWHERE To BE FOUND IS THE UNKNOWN POOR CHAP, HE'LL NEVER READ THE BOOKS WITH THE SIGN THAT MEANS WANT IT, GEE. -ON THE COVER OF FLASH COMICS FOR YOUR GUARANTEE OF THE BEST IN ANY COMIC MAGAZINE St, New York Entire contents copy- National Comics Publications, Inc. Except those who have authorized ure of their. names, the stories, characters incidents. mentioned ore. en- ticely imaginary and fictitious and ‘no identification with: actual persons, living or dead, is intended or should be inferred. Peinted",en,,"編集諮問委員会 OR、LAURETTA BENDER ニューヨーク大学精神科准教授 JOSETTE FRANK アメリカ児童研究協会、児童読書コンサルタント。ニューヨーク大学英文学のボウイ・ミリカンまたは。 SONES ピッツバーグ大学教育教授兼教育研究部長 ハーコート・ペパード博士 ニューヨーク市児童指導局教育委員会局長代理 そんな動物は存在しない。 WE'VE HUNTED HIGH 以下の雑誌はすべて、最高のコミック読み物を保証するためにこの商標を付けています: アクション コミック ジュディとのデート アドベンチャー コミック オール アメリカン コミック オール フラッシュ オール ファニー コミック オールスター コミック アニマル アンチックス バットマン ボーイ コマンドズ バジー コミック カヴァルケイド 刑事コミック フラッシュ コミックファニー・フォークス ファニー・スタッフ グリーン・ランタン リーディング・コミック もっと楽しいコミック マット・ジェフ リアル・ファクト・コミック リアル・スクリーン・コミック センセーション・コミック スター・スパングル・コミック スーパーマン・ワンダー。女性世界最高のコミック探偵コミック、いいえ、オク！公開モン！ニューヨーク州レキシントンアベニュー、ナショナル・コミックス・パブリケーションズ社発行 ホイットニー・エルズ 郵便料金込みの 3 月年間定期購読の法に基づいて、ナウヨークの郵便局で第 2 次事項として再入力されました。外国人で、アメリカの資金で、広告料金は奇妙だ リチャード・フェルダンとロー、猿と人食いの国で、でもどこにも無名の貧乏人は見つからない、彼はそれが欲しいという意味のサインが書かれた本を決して読まないでしょう、おい。 - あらゆるコミック雑誌の中で最高のものを保証するために、フラッシュ コミックの表紙に掲載 ニューヨーク州セント 内容全体のコピー - National Comic Publications, Inc. 許可を与えた者を除く。名前、ストーリー、登場人物の事件。鉱石について言及した。非常に想像的で架空のものであり、生死を問わず、実際の人物との同一視は意図されておらず、また推測されるべきではありません。塗装済み",ایڈیٹوریل ایڈوائزری بورڈ یا، نیویارک یونیورسٹی کے سائیکیٹری سکول کے ایسوسی ایٹ پروفیسر جوسیٹ فرینک کنسلٹنٹ برائے چلڈرن ریڈنگ، چائلڈ سٹڈی ایسوسی ایشن آف امریکہ یا۔ BOWIE MILLICAN انگریزی ادب نیویارک یونیورسٹی یا. SONES پروفیسر آف ایجوکیشن اور ڈائریکٹر آف کرٹیکولم اسٹڈی، یونیورسٹی آف پٹسبرگ ڈاکٹر ہارکورٹ پیپرڈ قائم مقام ڈائریکٹر، بیورو آف چائلڈ گائیڈنس بورڈ آف ایجوکیشن، سٹی آف نیویارک ایسا کوئی جانور نہیں ہے۔ ہم نے اعلیٰ درجے کا شکار کیا ہے مندرجہ ذیل میگزینز تمام اس ٹریڈ مارک کو مزاحیہ پڑھنے میں بہترین کی ضمانت کے طور پر رکھتے ہیں: ایکشن کامکس ایک تاریخ کے ساتھ جوڈی ایڈونچر کامکس آل امریکن کامکس آل فلاش تمام فنی کامکس آل اسٹار کامکس اور بی ایم بی۔ BUZZY COMIC CAVALCADE جاسوسی مزاحیہ مزاحیہ فلیش کامکس مضحکہ خیز لوگ مضحکہ خیز مواد سبز لالٹین معروف کامکس مزید مزے دار کامکس مٹ جیف حقیقی حقیقت کامکس اصلی اسکرین کامکس سینسیشن کامکس اسپینسسٹارڈس۔ عورت کی دنیا کی بہترین مزاحیہ جاسوسی مزاحیہ، نہیں، Oc! شائع شدہ پیر! نیشنل کامکس پبلی کیشنز، لیکسنگٹن ایوینیو، نیو یارک کی طرف سے وٹنی ایلسو نے ڈاک سمیت مارچ کے سالانہ سبسکرپشن کے ایکٹ کے تحت، ناؤ یارک کے پوسٹ آفس میں دوسرے بند معاملے کے طور پر دوبارہ داخلہ لیا۔ فارن، امریکن فنڈز میں، اشتہاری شرحوں کے لیے رچرڈ فیلڈن اور لو، ان لینڈ آف ایپی اینڈ کینبل، لیکن کہیں بھی نہیں ملنا نامعلوم غریب چیپ ہے، وہ کبھی بھی بہنوں کے ساتھ کتابیں نہیں پڑھے گا۔ -کسی بھی مزاحیہ میگزین سینٹ، نیو یارک میں آپ کی بہترین گارنٹی کے لیے فلیش کامکس کے سرورق پر پورے مواد کی کاپی- نیشنل کامکس پبلی کیشنز، انکارپوریٹڈ کے علاوہ ان لوگوں کے جنہوں نے اس کی اجازت دی ہے۔ نام، کہانیاں، کرداروں کے واقعات۔ ذکر شدہ ایسک. فرضی طور پر خیالی اور فرضی اور 'اس کے ساتھ کوئی شناخت نہیں: حقیقی افراد، زندہ یا مردہ، مقصود ہے یا اس کا اندازہ لگایا جانا چاہیے۔ پینٹ شدہ,"编辑顾问委员会 OR，LAURETTA BENDER 纽约大学精神病学学院副教授 JOSETTE FRANK 美国儿童研究协会儿童阅读顾问 OR。纽约大学英语文学专业的 BOWIE MILLICAN。 SONES 匹兹堡大学教育教授兼课程研究主任 HARCOURT PEPPARD 博士 纽约市教育委员会儿童指导局代理主任 没有这样的动物。 WE’VE HUNTED HIGH 以下杂志均标有此商标，作为您获得最佳漫画阅读体验的保证： ACTION COMICS A DATE with JUDY ADVENTURE COMICS ALL-AMERICAN COMICS ALL-FLASH ALL FUNNY COMICS ALL-STAR COMICS ANIMAL ANTICS BATMAN BOY COMMANDOS BUZZY COMIC CAVALCADE 侦探漫画 Flash COMICS FUNNY民间有趣的东西 绿灯侠 领先漫画 更有趣的漫画 穆特·杰夫 真实漫画 真实屏幕漫画 轰动漫画 星条旗漫画 超人奇迹。女性世界最好的漫画侦探漫画，不，OC！周一发布！由纽约列克星敦大道国家漫画出版社出版 惠特尼·埃尔斯 (Whitney Ellsw) 根据 3 月份的法案，在纽约邮局重新登记为第二封邮件，包括邮资的年度订阅。外国，在美国资金中，对于广告费奇数理查德·费尔丹和低，在猿和食人族的土地上，但无处可找到的是未知的可怜的家伙，他永远不会读带有意味着想要它的标志的书，哎呀。 - FLASH 漫画封面，保证您获得任何漫画杂志中的最佳内容 纽约州圣 全部内容复制 - National Comics Publications, Inc. 经其授权的人除外。名字、故事、人物事件。提到的矿石。令人着迷的想象和虚构，并且“不认同：真实的人，无论是活着的还是死了的，是有意或应该推断的。”彩绘",success,,testing_images\Screenshot_3.png,TO DO LIST,,0.1,0.3333
Screenshot_4.png,manga,,unknown,,,,,success,stylized,sample_images/stylized\Screenshot_4.png,STAR WARS L'EMPIRE CONTRE-ATTAQUE STAR WARS MARK HAMILL – HARRISON FORD – CARRIE FISHER BILLY DEE WILLIAMS – ANTHONY DANIELS,,0.0,0.0
Screenshot_4.png,manga,,unknown,,,,,success,manga,sample_images/manga\Screenshot_4.png,"嗯?,它、它、它在动吗?,阿噗!,嗯? 那是谁?,龙，原来是你!,哈哈哈!,轰隆!,怎么回事? ……龙?你在干嘛?,哼，我恨这个……,还有这个……,还有这个……,龙打中了麒麟的腿。,哎哟!",,0.0,0.0
Screenshot_4.png,manga,,unknown,,,,,success,,testing_images\Screenshot_4.png,Write 'n'  Wipe Poster,,0.0,0.0
Screenshot_5.png,manga,"NOT YET, SIR, BUT HE HAS TO BE HERE TIMOR, ARE YOU _THEREP",en,,まだですよ、でも彼はティモールに来なければなりません、あなたはそこにいるのですか？,ابھی نہیں جناب، لیکن اسے یہاں ہونا ہے تیمور، کیا آپ ہیں؟,还没有，先生，但他必须在这里 TIMOR，你在吗？,success,stylized,sample_images/stylized\Screenshot_5.png,"BRIDGE ST, A 458, TOURBRIDGE",,0.0714,0.0
Screenshot_5.png,manga,"NOT YET, SIR, BUT HE HAS TO BE HERE TIMOR, ARE YOU _THEREP",en,,まだですよ、でも彼はティモールに来なければなりません、あなたはそこにいるのですか？,ابھی نہیں جناب، لیکن اسے یہاں ہونا ہے تیمور، کیا آپ ہیں؟,还没有，先生，但他必须在这里 TIMOR，你在吗？,success,manga,sample_images/manga\Screenshot_5.png,"OVER HERE., ANY SIGN OF HIM?, NOT YET, SIR, BUT HE HAS TO BE AROUND HERE SOME--, TIMOR? TIMOR, ARE YOU THERE?",,0.0275,0.5455
Screenshot_6.png,manga,Fe IX FABIA,de,Fe IX FABIA,,,,success,stylized,sample_images/stylized\Screenshot_6.png,CAUTION DANGEROUS CORNER DRIVE SLOWLY,,0.0,0.0
Screenshot_6.png,manga,Fe IX FABIA,de,Fe IX FABIA,,,,success,manga,sample_images/manga\Screenshot_6.png,"十一年了整整十一年系统你就不能给我好一点的天赋吗, 气抖冷……, 点赞转发",,0.0,0.0
Screenshot_7.png,manga,SF Fx AEF PANE,da,SF Fx AEF PANE,,,,success,stylized,sample_images/stylized\Screenshot_7.png,最後の夜,,0.0,0.0
Screenshot_7.png,manga,SF Fx AEF PANE,da,SF Fx AEF PANE,,,,success,manga,sample_images/manga\Screenshot.7.png,"我重生以后
自带系统
这是多少人
梦寐以求的事

不过每天只能摇一次
灵根资质和先天气运
这个设定真是坑爹啊

可十一年都过来了
我又何必在乎
这么一两天呢",,0.0,0.0
Screenshot_8.png,manga,,unknown,,,,,success,stylized,sample_images/stylized\Screenshot_8.png,"客室への立入りは
ご宿泊者のみとなります。
ご面会等はロビーにて
お願い申し上げます。
The entrance to the guest room becomes only a hotel guest
I would like the meetings in a lobby",,0.0,0.0
Screenshot_8.png,manga,,unknown,,,,,success,manga,sample_images/manga\Screenshot.8.png,"OR…. SO I THOUGHT,",,0.0,0.0
handwritten_1.jpg,handwritten,"$$ $$$
So",so,"$$ $$$
So",,,,success,handwritten,sample_images/handwritten\handwritten_1.jpg,"This is  A test image, writing like this to see what works, A blur should be harder",,0.0,0.0
image (1).jpg,handwritten,"a 4
eae” , ae LS in an ad Neer as cAN Noe | all * | an t me ~ | : ~ i 7 4 - \",en,,"4
eae” 、広告内の ae LS Neer as cAN Noe | all * | an t me ~ | : ~ i 7 4 - \","ایک 4
eae” , ae LS ایک اشتہار میں Neer as can Noe | all * | an t me ~ | : ~ i 7 4 - \","一个 4
eae” , ae LS 在广告中 Neer as can Noe | all * | an t me ~ | : ~ i 7 4 - \",success,handwritten,sample_images/handwritten\image (1).jpg,Though they may gather some left-wing,,0.027,0.0
image (10).jpg,handwritten,"xSSuredness ""Be ila Belle Narie "" ¢ ue lophoue J O. lively song thal change Lemp mid-way .",en,,"xSSuredness ""Be ila Belle Narie"" ¢ ue lophoue J O. 活気のある曲で、途中で Lemp が変わります。","xSSuredness ""Be ila Belle Narie"" ¢ ue lophoue J O. زندہ دل گانا تھال چینج Lemp مڈ وے .",xSSuredness“Be ila Belle Narie”∽ lochoue J O. 活泼的歌曲，中途改变了 Lemp。,success,handwritten,sample_images/handwritten\image (10).jpg,"assuredness ""Bella Bella Marie"" (Parlophone), a lively song that changes tempo mid-way.",,0.2184,0.1667
image (11).jpg,handwritten,Showing Yab Suth ChangeS are of 0,en,,Yab Suth の変更が 0 件であることを表示しています,یاب سوتھ کی تبدیلیاں 0 دکھا رہی ہیں۔,显示 Yab Suth ChangeS 为 0,success,handwritten,sample_images/handwritten\image (11).jpg,showing that such changes are part of a,,0.2051,0.5
image (2).jpg,handwritten,"‘ \ la a
\",ca,"' \ the a
\",,,,success,handwritten,sample_images/handwritten\image (2).jpg,A large majority of Labour MPs are likely to turn,,0.0204,0.1
image (3).jpg,handwritten,", oe iw op sort: - an Le pe Senor re = wo” 1 - . ¥, '. f o i - Lf i Oe wot 4 & eer - we 4 od _ rm vs , fe a st, E of we x , By yor . t ’ ‘ oy / “it j : vs v . a. f “i
? } fo fae LR Seg Ow EE og PPP FM a NA fo oe le PF ff PETS Di E ER ot pe
; é fe t..-— ed ra e oe CS ff an ge ~"" / Z aa neg { po ft, 9° OAS ; de non ee” i a ed La ial in te FO. a . f me",en,,", oe iw op sort: - an Le pe Senor re = wo” 1 - . ¥, '. f o i - Lf i Oe wot 4 & eer - we 4 od _ rm vs , fe ast, E of we x , By yor . t ’ ‘ oy / “it j : vs v . ａ． f「私」
? } fo fae LR Seg Ow EE og PPP FM a NA fo oe le PF ff PETS Di E ER ot pe
; é fe t..-— ed ra e oe CS ffange ~"" / Z aa neg {po ft、9° OAS ; de non ee」は、Laial inte FO. a . f me を作成しました。",", oe iw op sort: - an Le pe Senor re = wo” 1 - . ¥, '. f o i - Lf i Oe wot 4 & eer - we 4 od _rm بمقابلہ , fe a st, E of we x , By yor. t ’ oy / “it j : vs v . a f ""i
? } fo fae LR Seg Ow EE og PPP FM a NA fo oe le PF ff PETS Di E ER ot pe
; é fe t..-- ed ra e oe CS ff an ge ~"" / Z aa neg { po ft, 9° OAS ; de non ee” i a ed La ial in te FO. a. f me",", oe iw op 排序： - an Le pe Senor re = wo” 1 - . ¥, '. f o i - Lf i Oe wot 4 & eer - we 4 od _ rm vs , fe a st, E of we x , By yor . t ' ‘ oy /“it j : vs v .一个。 ”我
？ } fo fae LR Seg Ow EE og PPP FM a NA fo oe le PF ff PETS Di E ER ot pe
; é fe t..-— ed ra e oe CS ff an ge ~"" / Z aa neg { po ft, 9° OAS ; de non ee” i a ed La ial in te FO. a . f me",success,handwritten,sample_images/handwritten\image (3).jpg,members THE two rural African Nationalist,,0.0976,0.0
image (4).jpg,handwritten,"feerecser hace been Crolol Nak 44 fg
aoe teen Creleol Nat “cbaur SeuakimenXh",nl,"feerecser hace leg Crolol Nak 44 fg
aoe teen Creleol Nat “cbaur SeuakimenXh",,,,success,handwritten,sample_images/handwritten\image (4).jpg,Peeresses have been created. Most Labour sentiment,,0.42,0.1429
image (5).jpg,handwritten,"A. : ; y 2 bee a i Ne f; “ADO ft. oo ean Ph hs Ne ort aa A . } % mane | oY: fi ? a F if J pr. 4, . a - 3 ( y . As | ha. fe oR 7 fy ahr ip? y 4 ""4 Py “AF : v4 . Se
LW Morag RD CPAAD. , ftp te ANE. (ODN EMO Oy }",en,,"A. : ; y 2 蜂 a i Ne f; “ADO ft. oo ean Ph hs Ne ort aa A . } % mane | oY: fi ? a F if J pr. 4, . a - 3 ( y . As | ha. fe oR 7 fy ahr ip? y 4 ""4 Py “AF : v4 . Se
LW モラグ RD CPAAD。 、ftp te ANE。 (ODNエモオイ}","A. : ; y 2 bee a i Ne f; ""ADO ft. oo ean Ph hs Ne ort aa A. } % mane | oY: fi? a F اگر J pr. 4, a - 3 ( y. As | ha. fe oR 7 fy ahr ip? y 4 ""4 Py ""AF : v4 . Se
LW Morag RD CPAAD۔ ، ایف ٹی پی ٹی اے این ای۔ (ODN EMO Oy }","答：：； y 2 蜜蜂 a i Ne f; “ADO ft. oo ean Ph hs Ne ort aa A . } % mane | oY: fi ? a F if J pr. 4, . a - 3 ( y . As | ha. fe or 7 fy ahr ip? y 4 ""4 Py “AF : v4 . Se
LW 莫拉格路 CPAAD。 , FTP TE ANE。 （ODN EMO 有限公司}",success,handwritten,sample_images/handwritten\image (5).jpg,"in Northern Rhodesia, but the Colonial Secretary,",,0.0612,0.0
image (6).jpg,handwritten,"a fe : ~~ . be
a . wv, . ay. a ‘
iat F py: eae . arn fi ; eens x Nha ca OY Dy Mb ait eee ACTS BA EO aE Ke
- ‘5: “4 : Mat: . fe . my, - . ’ ‘pe 3 ny 8 . oy mo esa 4m 7S - ~ AS . me ‘ Se . a aes ‘ “4 tir ‘49 “es "" ate & ite. ; fore Sas ae : 23.8 Fae . a te y Ree . ee Sk Auli” - 4 om *e ‘ wi ee a . ~_—. . ~
Soar, ae Bea ow Eee BES Be ge wee Oe OW BEG Qa hs Ee =e
a Ay oe r i Wiz” WW Nae oe pa Mantle SAP Peet Sey : Sy",en,,"フェ: ~~ 。なる
。 ｗｖ、。ああ。 「
iat F py: eae 。アーンフィ; eens x Nha ca OY Dy Mb ait eee ACTS BA EO aE Ke
- ‘5: “4 : Mat: . fe . my, - . ” ‘pe 3 ny 8 . oy mo esa 4m 7S - ~ AS . me ‘ Se . a aes ‘ “4 tir ‘49 “es” 食べました。 ;フォアサス ae : 23.8 Fae 。 a te y Ree 。 ee Sk Auli」 - 4 om *e ‘ wi ee a . ~_—. . ~
Soar, ae Bea ow Eee BES Be ge wee Oe OW BEG Qa hs Ee =e
a Ay oe r i Wiz” WW Nae oe pa Mantle SAP Peet Sey : Sy","a fe : ~~ . ہونا
ایک wv، . اے ایک '
iat F py: eae۔ آرن فائی eens x Nha ca OY Dy Mb ait eee ACTS BA EO aE Ke
- '5: ""4: Mat: . fe. my, - . ' 'pe 3 ny 8. oy mo esa 4m 7S - ~ AS. me ' Se. a aes ' ""4 tir '49 ""es "" ate &ite۔ ; Fore Sas ae : 23.8 Fae a te y Ree . ee Sk Auli"" - 4 om *e ' wi ee a . ~_—. . ~
چڑھنا، اے بی ای او ای بی ای ایس بی جی وی او ای او بی ای جی قا ایچ ایس ای = ای
A Ay oe r i Wiz” WW Nae oe pa Mantle SAP Peet Sey : Sy","阿菲：~~。是
一个。西弗吉尼亚州，.哎呀。一个‘
iat F py: eae .阿恩菲; eens x Nha ca OY Dy Mb ait eee ACTS BA EO aE Ke
- ‘5: “4 : Mat: . fe . my, - . ” ‘pe 3 ny 8 . oy mo esa 4m 7S - ~ AS . me ‘ Se . a aes ‘ “4 tir ‘49 “es” ate & ite. ;前 Sas ae：23.8 Fae。 a te y Ree。 ee Sk Auli” - 4 om *e ‘ wi ee a . ~_—. . ~
翱翔，ae Bea ow Eee BES Be ge wee Oe OW BEG Qa hs Ee =e
a Ay oe i Wiz” WW Nae oe pa Mantle SAP Peet Sey : Sy",success,handwritten,sample_images/handwritten\image (6).jpg,lucky to have descended from such economic altitudes.,,0.0377,0.0
image (7).jpg,handwritten,,unknown,,,,,success,handwritten,sample_images/handwritten\image (7).jpg,and their filing clerks. The studio is lad,,0.0,0.0
image (8).jpg,handwritten,"wy
We Gene 8 I VALS",pl,"you
We Gene 8 AND VALS",,,,success,handwritten,sample_images/handwritten\image (8).jpg,water to make him swim when he is born.,,0.0769,0.0
image (9).jpg,handwritten,,unknown,,,,,success,handwritten,sample_images/handwritten\image (9).jpg,"""Look!"" he went on earnestly. ""You're not going""",,0.0,0.0
image.jpg,handwritten,"pO ek, ot Pe. OR gt Pe Ege ae att il Nie coh | or oot Lot"" . fo a aa atid wre
, i, ” oo Piel EE eer a home Co “7 y ak rae ni ~
a / CP",en,,"ペー、ペー。 OR gt Pe Ege ae att il Nie coh |または、oot Lot"" . fo a aa atid wre
, i, ” oo Piel EE eer a home Co “7 y ak rae ni ~
a/CP","pO ek، ot Pe. OR gt Pe Ege ae att il Nie coh | یا اوٹ لوٹ"" . fo a aa atid wre
, i, ” oo Piel EE eer a home Co “7 y ak rae ni ~
a/CP","pO ek，ot Pe。 OR gt Pe Ege ae att il Nie coh |或 oot Lot"" .fo aa atid wre
, i, ” oo Piel EE eer a home Co “7 y ak rae ni ~
一个/CP",success,handwritten,sample_images/handwritten\image.jpg,"Though they may gather some Left-wing support, a",,0.1458,0.125
