filename,category,ocr_text,detected_language,translation_en,translation_ja,translation_ur,translation_zh,status
Screenshot_19.png,stylized,". ur “f° ~ = ‘ * os : Sy b. tats te on i 7 er Owe 0 7 *). = ¥ -
‘ _—= aati . : ane ~ a gE
‘, RW - 2 Ga. tee Yr eee ' so ae Hee
lia wt, Lee, ae nein ce = 9 RY
GT AP oe Roysl Borough of <vungion
Sater Bis Was AD Che Woyal Borough oF ~) :ington a
ie ""ye ""al - yt Oe rf orl > «
Fond Spi TES aT and Cheises ey
a «6 el oY . -_""
apes STREET. SW1 Eee
Myon, : anes + ‘
rida ad ore ao i ° e « Ps #1
root See ga TOS ig Se SRO ORC lee
~ * ore 7 na . _¢@ Sh hee ~ : ~’
. - eB. oe wf ; — «fl « «§ . a ~~ a =
i ROC: i KS Mei Iie : . “wk Lae, o at e = a5",en,,"。 ur “f° ~ = ‘ * os : Sy b. tats te on i 7 er Owe 0 7 *). = ¥ -
「 _—= アティ . ：アネ～アゲ
'、RW-2 Ga. tee yr eee' ソエヒ
リア重量、リー、エナインス = 9 RY
GT AP oe Roysl Borough of <vungion>
セイター・ビスは～のADチェ・ウォヤル自治区だった：イントン・ア
つまり、「ye」al - yt Oerf orl > «
Spi TES at と Cheises ey が好き
«6エルオーY。 -_""
エイプストリート。 SW1 ええ
みょん、:アネス + ‘
Rida ad ore ao i ° e « Ps #1
root See ga TOS ig Se SRO ORC lee
～・俺7な。 _¢@ シヒ ~ : ~’
。 - eB.ああ、すごい。 — «fl « «§ 。 a ~~ a =
i ROC: i KS Mei Iie: 。 「wk Lae、o at e = a5」",". ur “f° ~ = ‘ * os : Sy b. tats te on i 7 er Owe 0 7 *)) = ¥ -
' _—= اتی : ane ~ a ge
', RW - 2 Ga. tee Yr eee' so ae Hee
lia wt, Lee, ae nein ce = 9 RY
GT AP oe Roysl Borough of <vungion
Sater Bis Was AD Che Woyal Borough oF ~) :ington a
یعنی ""ye"" al-yt Oe rf orl > «
شوق Spi TES aT اور Cheises ey
ایک «6 el oY . -_""
بندر گلی. SW1 Eee
Myon، : anes + '
Rida ad ore ao i ° e « Ps #1
جڑ دیکھیں ga TOS ig Se SRO ORC lee
~ * ایسک 7 na . _¢@ ش ہی ~ : ~'
. --.ای بی oe wf ; — «fl « «§ . a ~~ a =
میں ROC: i KS Mei Iie : . ""wk Lae, o at e = a5","。 ur “f° ~ = ‘ * os : Sy b. tats te on i 7 er Owe 0 7 *). = ¥ -
' _—= aati 。 : ane ~ a gE
', RW - 2 Ga. tee Yreee' so ae Hee
lia wt、Lee、ae nein ce = 9 RY
GT AP oe Roysl 自治市 <vungion
Sater Bis 是 AD Che Woyal 自治市镇 ~) :ington a
即“ye”al - yt Oe rf orl > «
Fond Spi TES aT 和 Cheises ey
一个 «6 el oY 。 -_”
猿街。 SW1 EE
Myon, : anes + ‘
Rida ad ore ao i ° e « Ps #1
root See ga TOS ig Se SRO ORC lee
~ * 矿石 7 na 。 _cent@Shhee ~ : ~’
。 - eB。 OE WF ; — «fl « «§ 。一个~~一个=
我 ROC：我 KS Mei Iie：。 “莱城周，o at e = a5",success
Screenshot_2.png,stylized,"~ apa oe ae . Lis, 7 ae « ‘
« a! A ‘ er. i! Pies 4 oar’ ° gh ay eo hy n eo - r i & ¥.:
4 aN gk ‘ , :t. 1 - = 4 “J - “cs 5 hg
3 . . ; ‘ ° ‘ , ae . . ra ‘
@ -¢ Y : ? + = q° . : : ‘ $f rf
Pg ee a) Ea f
, & ‘ ' AEC me) . ""7 . “Fe rey .
' 7 ‘ oe ; ‘~ z! ~~ > ""ge 3 J {i¢ | a! y “+ rs . :
te ———aeeee _) —_ oe _
> woe , SSR eave nana
Pe a9, Eowep repent
- . VY J may 44 sap ‘¢. ty ae ° Sie We ""09¢ 4S? 4
. qs . ‘ PETS : fa -. i 5 1 : . Oo : .
> | ay . ee ne - ~~ “ SAN R- ? « ~ ay i
,& : Pe, ve - 4 Vy r ive i, . : i
. t . . Ld : ar » . ob VO . . , ‘ aay, iL '
: a ~e ~ . ov . . . 4 . > :
= ee Me ot kee dee 4
Or ee a CRE eS eae
4 H ; =~ \. { a ¢ « . 5 ’ . . | ;
! A : e Ly , ‘pe _ ' - ' bo,
‘* » ee Mo —_—» if f) am . . eee ¥ ae . i 4 A 4 ’
hoard! J Ya . , Ire ets ” oy. ie Ge “nt ‘ Vs C ‘ eats 7° ""be
a vise ot trege, . + : }- ma. oN a “tea tige: ts lass. 4g. ae. iz a",en,,"~ アパ オエ アエ 。リス、7ae « 」
« ああ！えーっと。私！中出し4オール'°グアイエオヒネオリ&¥.:
4 aN gk ‘ , :t. 1 - = 4 “J -” cs 5 hg
３． 。 ; ‘°’、ええ。 。ラ「
@ -¢ Y : ? + = q° 。 : : ‘ $f rf
ページ a) Ea f
, & ‘ ’ AEC me) 。 「7.「フェ・レイ。
' 7 ' oe ; 「～ズ！ ~~ > ""ge 3 J {i¢ | a! y ""+ rs . :
て ———aeeee _) —_ oe _
> わあ、SSR 軒ナナ
Pe a9、エオウェプは悔い改めます
- 。 VY J は 44 の樹液を採取できます。 ty ae ° Sie We ""09¢ 4S? 4
。 qs 。 「ペット：ふぁー。 i 5 1 : 。おお：。
> |ああ。ええね-~~「SAN R-？ « ああ、私は
,& : Pe, ve - 4 Vy rive i, . ： 私
。と。 。 Ld:ar » 。オブ VO 。 。 、「ああ、iL」
: a ~e ~ 。 ov 。 。 。 ４． > :
= イー・ミー・オット・キー・ディー 4
または ee a CRE eS eae
4時間; =~ \。 { ¢ « 。 5’. 。 | ;
！ A : e Ly 、'pe _ ' - ' bo、
「* » ee Mo —_—» if f) am 。 。ええ￥ええ。 i 4 A 4 ’
蓄える！ Jや。 、Ire ets ” oy. ie Ge “nt ‘ Vs C ‘ Eats 7° ""be
バイス・オット・トレゲ、。 + : }-まあ。 「ティー・ティゲ：お嬢さん。 4g。ああ。私は","~ apa oe ae . Lis, 7 ae «‘‘
""ایک! ایک. میں! پائی 4 oar’ ° gh ay eo hy n eo - r i & ¥.:
4 aN gk ' , :t. 1 - = 4 “J – “cs 5 hg
3 . ; ' ° ' , ae . . ra'
@ -¢ Y : ? + = q° : : '$f rf
Pg ee a) Ea f
، اور ' AEC مجھے) . ""7 . ""فے رے .
' 7 ' oe ; ~ z! ~~ > ""ge 3 J {i¢ | a! y “ + rs . :
te ———aeeee _) —_ oe _
> افسوس، ایس ایس آر ایو نانا
Pe a9, Eowep توبہ
--. VY J مئی 44 sap ‘¢. ty ae ° Sie ہم ""09¢ 4S؟ 4
. qs ' PETS : fa -. i 5 1 : . اوو : .
> | اے ee ne - ~~ “ SAN R- ? ""~ اے میں
,& : Pe, ve - 4 Vy rive i, . : میں
. t . Ld : ar » . ob VO . ، 'اے اے، آئی ایل'
: a ~ e ~ . ov . . 4. > :
= ای می اوٹ کی ڈی 4
یا ee a CRE eS eae
4 H ; =~\. { a ¢ « . 5' . | ;
! A: e Ly، 'pe _' - 'bo،
'* » ee Mo —_—» اگر f) ہوں ۔ . eee¥ae میں 4 اے 4 ’
ذخیرہ اندوزی جے ہاں۔ , Ire ets ” oy. یعنی Ge “nt ‘ Vs C ‘ کھاتا ہے 7° ""be
a vise ot trege, . + : }- ایم اے۔ oN a “tea tige: ts lass. 4 جی ae iz a","~ apa oe ae 。利斯，7 ae « ‘
« 一个！嗯。我！馅饼 4 oar’ ° gh ay eo hy neo - r i & ¥.:
4 aN gk'，：t。 1 - = 4“J -”cs 5汞
3. 。 ; ‘°’，ae。 。拉'
@-￠Y：？ + = q° 。 : : ' $f rf
Pg ee a) Ea f
，&‘’AEC 我）。 “7。”费雷。
'7' OE ; ‘~z！ ~~ > “ge 3 J {i¢ | a!y “+ rs 。 ：
te ———aeeee_) —_ oe _
> 悲哀，SSR 屋檐娜娜
Pe a9，Eowep 悔改
- . VY J 5 月 44 日 sap ' 。 ty ae ° Sie We ""09 厘 4S? 4
。 qs。 '宠物：fa-。我 5 1 : .哦：。
> |哎呀。 ee ne - ~~ “SAN R-？ « ~ 是的，我
,& : Pe, ve - 4 Vyr ive i, . ： 我
。 t。 。 LD: ar » .观察VO。 。 ，‘啊，iL’
：一个~e~。过。 。 。 4. >：
= ee Me ot kee dee 4
或 ee a CRE eS eae
4H; =~\. { ∫ « . 5’。 。 | ;
！ A : e Ly , ‘pe _ ’ - ’ bo,
‘* » ee Mo —_—» 如果 f) am 。 。 eee ¥ ae 。我 4 A 4 '
囤积！雅. , Ire ets ” oy. ie Ge “nt ‘ Vs C’ 吃 7° “
虎钳 ot trege，. + : }- 妈。在“茶蒂格：姑娘。” 4克。 ae.是一个",success
Screenshot_20.png,stylized,"7 : ~~ « dl ""3. , ead TT vee, ; Pw ‘
Nw ° < ae 7 4 , 7, a“ a .
__ os,
as
attor ae
ge i a
Amersham 7 v
< ran tet ng
} me aes
ms . , ¥.
{ “s y P] ro _ = _ re ’ _ . a - oad (} * | 4
A i ar « Bel Re ek Ste a ST:
; : ee ee + ae P aca he ne ee a8 t 7 ¢ <,
; Rs - eh ons , ere TT. BN » 8° Aten we te OS, BR nen Oe
a a. 7 oe ur te ¢ Dd. 4 < . q an ' a. yr *) ‘ “ « roe .
AGOCEN ERORts Oe ee ere ee Tiel
o/s Ee ; 9 ibe ee er a —- 25 ion - a vv “ar °",en,,"7 : ~~ « dl ""3. , ead TT vee, ; Pw ‘
Nw ° < ae 7 4 , 7, a” a .
__OS、
として
弁護士Ae
げ、私は
アマシャム 7 v
< テストを実行しました
私はそうです
ミリ秒, ¥.
{ “s y P] ro _ = _ re ’ _ . a - oad (} * | 4
A i ar « Bel Reek Ste a ST:
; : ee ee + ae パカヘネ ee a8 t 7 ¢ <,
; Rs - えー、TT です。 BN » 8° Aten we te OS、BR nen Oe
ああ。 7 ありがとう ¢ Dd. 4 < 。 qとa。年 *) ‘ “ « イクラ 。
アゴセン・エラーツ・オーエ・エ・レ・エ・ティエル
o/s ええ; 9 ibe ee er a —- 25 ion - a vv “ar °","7 : ~~ « dl ""3. , ead TT vee, ; Pw '
Nw ° < ae 7 4, 7, a“ a .
__ os،
کے طور پر
وکیل ae
ge i a
امرشام 7 v
< tet ng بھاگا۔
} me aes
ms ¥.
{ ""s y P] ro _ = _ re ' _ . a - oad (} * | 4
A i ar « Bel Re ek Ste a ST:
; : ee ee + ae P aca he ne ee a8 t 7 ¢ <,
; روپے - ایہ اونس، پہلے ٹی ٹی۔ BN » 8° Aten we te OS, BR nen Oe
a 7 oe ur te ¢Dd. 4 < q an ' a. yr *) '' '' roe .
AGOCEN ERORts Oe ee ere ee Tiel
o/s Ee ; 9 ibe ee er a —- 25 ion - a vv “ar°","7 : ~~ « dl ""3. , ead TT vee, ; Pw ‘
Nw° < ae 7 4 , 7, a“ a .
__操作系统，
作为
阿托尔
给我一个
阿默舍姆 7 v
< 兰泰恩
我aes
女士, 日元。
{“sy P] ro _ = _ re ’ _ .a - oad (} * | 4
A i ar « Bel Reek Ste a ST:
; : ee ee + ae P aca he ne ee a8 t 7 ¢ <,
; Rs - eh ons，这里是 TT。 BN » 8° Aten we te OS, BR nen Oe
一个。 7 oe ur te ¢ Dd。 4 < . q 和 ' a。 yr *) ‘ “ « 鱼子 .
AGOCEN ERORts Oe ee ere ee Tiel
o/s Ee ； 9 ibe ee er a ---- 25 ion - a vv “ar°",success
Screenshot_3.png,stylized,AMAICA ROAD,hu,AMAICA ROAD,,,,success
Screenshot_4.png,stylized,"di @ al i , Pw al =f — © . 4 ; * t “""q , “— 4 4
. « Oe aU Oy wee
. ! ig : —_
— . *, |
} - ee i |
7 >t ang r - = ——",en,,"di@ali、Pwal=f — © . 4 ; * t「」q、「— 4 4
。 « Oe aU Oy wee
。 ！イグ：—_
— 。 *、 |
} - ええい |
7 >t ang r - = ——","di @ al i , Pw al =f — © . 4 ; * t """"q، ""- 4 4
. ""اوئے اوئے اوئے
. ! ig : -_
- *، |
} - ee i |
7 >t ang r - = ——","di @al i , Pw al =f — © 。 4 ; * t “”q , “— 4 4
。 « Oe aAU Oy wee
。 ！伊格：—_
— . *,|
} - ee 我 |
7 > 唐 r - = ——",success
Screenshot_5.png,stylized,"re «BB Shae ‘
1 r |

* @
Q Sipa@o io,
< y | ew | 3 Qe. 4 a ib. Orta",en,,"「BB シェイ」について
1r |

*@
Q Sipa@o io、
< y |えー | 3Qe。 ４ａ．オルタ","re «BB Shae‘
1 ر |

*@
Q Sipa@o io،
< y | ew | 3 کیو۔ 4 اے آئی بی۔ اورٹا","重新“BB Shae”
1 r |

* @
问西帕@o io，
< y |呃| 3 问。 4 一个IB。奥尔塔",success
Screenshot_6.png,stylized,"EeE—_— ae “— « <. ee d . —_— , ~~
he teh , ff = , q 4 _— i 4 = “ ZA wok ~
wat . via “a * ——— 7 q a | | q
ght ¢.°= ae eae bree -. *
~~ "" we. lg _  s-- an oo . << * e =) i
q ~~ = e- v= 4 ‘> 64 i,
- e ~ ae . Las &< , Se | a er | &
aie . — 4 x ~ { oe -—_ > Sa ee maar p , NN ‘ Sid
y i a Se E . SS 4 4 Pa - on ~ 4 ,
es. ® a “ Aime. ie j S ye a we a wey - oA a ao é ~ ™ . : — y
Sar ' és. 7
_ — My .",en,,"EeE—_— ae “— « <. ee d . —_— , ~~
he teh , ff = , q 4 _— i 4 = “ZA 中華鍋 ~
ワット。 「a * ——— 7 q a | | q」経由
ght ¢.°= ae eae ブリー -. *
~~「私たち。 lg_s-- oo 。 << * e =) i
q ~~ = e- v= 4 '> 64 i、
-e ~ ae 。ラス &< , セ |えー | &
あいえ。 — 4 x ~ { oe —_ > Sa ee maar p , NN ‘ Sid
y i a Se E . SS 4 4 パオン～4、
エス。 ® a “ Aime. ie j S ye a we a wey - oA a ao é ~ ™ . : — y
サルエス。 7
_ — 私の 。","EeE—_— ae “— « <. ee d. —_— , ~~
he teh , ff = , q 4 _— i 4 = "" ZA wok ~
واٹ بذریعہ “a* ——— 7 q a | | q
ght ¢.°= ae eae bree -. *
~~ ""ہم۔ lg _ s-- an oo . << * e =) i
q ~~ = e- v= 4 ‘> 64 i،
- e ~ ae . Las &< , Se | ایک er | اور
aie — 4 x ~ { oe -—_ > Sa ee Mar p , NN ' Sid
y i a Se E . SS 4 4 Pa - on ~ 4 ,
es ® a "" Aime. یعنی j Sye a we a wey - oA a ao é ~ ™. : — y
سر' és. 7
_ - میرا۔","EeE—_— ae “— « <. ee d . —_— , ~~
he teh , ff = , q 4 _— i 4 = “ ZA 炒锅 ~
扫管笏。通过“a * ——— 7 q a | | q
ght ¢.°= ae eae bree -. *
~~”我们。 lg_s-- oo 。 << * e =) 我
q ~~ = e- v= 4 ‘> 64 i,
-e~ae。拉斯 &< , Se |呃| &
哎呀。 — 4 x ~ { oe -—_ > Sa ee maar p , NN ‘ Sid
y i a Se E 。 SS 4 4 Pa-on ~ 4 ,
es. ® a “ Aime. ie j S ye a we a wey - oA a ao é ~ ™ . : — y
萨尔斯。 7
_——我的。",success
Screenshot_7.png,stylized,"-_ WB ee, = Fa. S
RM  Aiie lo z
SS - fi , Me “ Ear if 7 4
ee Pad on oO rw t, |
, an j “
\ . q",en,,"-_ WB ee、= ファ。 S
RM アイエ ロズ
SS - fi、私「耳なら7 4」
ee パッドオン oO rw t、 |
、j」
\ 。 q","-_ WB ee, = Fa. ایس
RM Aiie lo z
SS - fi , Me “ Ear if 7 4
ای پیڈ پر oO rw t، |
، ایک جے ""
\ q","-_ WB ee，= Fa。 S
RM Aiie lo z
SS-fi ，我“耳朵如果 7 4
ee Pad on oO rw t，|
, 一个 j “
\ . q",success
Screenshot_8.png,stylized,"-. os .-
-"". “Fulagit so set af Phe ees - x” ae
: oe Mt See a_i oe
eer0NAls oo ||
uy ® mt oF on o MS ©, ih hs Oo a my
| , ° “% a a > wy , eet a 2

Ce — s Mi . m, q i qs a . : | :
8 ad ad a sd — | ' re

. . Ft oe, an is

rays ( FA LU, | TKI. » 4!
a * d # ' 24 gs ®. ( ,

The entrance to the guest raom,becomes onlya hotel.guest 4 -—

| would like the meetings in'a lobby rn

re P m",en,,"-。 os .-
-""。「Fulagit so set af Phe ees - x」ae
: oe マウントシー a_i oe
eer0NAls oo ||
uy ® mt oF on o MS ©、ih hs Oo a my
| 、° “% a a > wy、eet a 2

セ—ス ミ 。 m、q i qs a 。 : | :
8 広告広告 SD — | 're

。 。フォート・オイ、アン・イズ

光線 ( FA LU、 | TKI. » 4!
a*d#'24gs®。 (、

ゲストラオムの入り口はホテルだけになります。ゲスト4 -

|ロビーでのミーティングを希望します

午後分","--. os.-
-"" ""Fulagit so set af Phe ees - x"" ae
: oe Mt دیکھیں a_i oe
eer0NAls oo ||
uy ® mt oF پر o MS ©، ih hs Oo a my
| , ° “% a a > wy , eet a 2

Ce - s Mi . m، q i qs a ۔ : | :
8 اشتہارات ایک ایس ڈی - | دوبارہ

. . Ft oe, an is

شعاعیں ( FA LU, | TKI. » 4!
a * d # ' 24 gs® (،

گیسٹ روم کا داخلی راستہ صرف ایک ہوٹل بن جاتا ہے۔ گیسٹ 4 --

| لابی میں ملاقاتیں چاہیں گے۔

re P m","-.操作系统.-
-”。“Fulagit so set af Phe ees - x” ae
: oe 山见 a_i oe
eer0NAls oo ||
uy ® mt of on o MS ©, ih hs Oo a my
| , °“% a a > wy , eet a 2

Ce—s Mi 。 m, q i qs a 。 : | ：
8 广告广告 sd — | ' 关于

。 。 ft oe，是

射线（FA LU，| TKI。 » 4！
a * d # ' 24 gs ®。 ( ,

客人房间的入口，变成了唯一的酒店。客人4——

|希望在大厅举行会议 rn

重新Pm",success
Screenshot_9.png,stylized,"“
.
¢
o , id
aid -— ow Mo we weer eet wee ww - e® . ~~ —— - ~ ene™ ,: oe ~-—w ow — om eee
-e @e- . a *¢
-
. ~
os : - a* @ <
aiid - ~@~ - rm a OO aw oe ere ee ee eee —~ map - _*
e
- . ee - -
.
.
eo
: ow ase . - ~
eae e
.
_ one NN Me we a ee: nn 8 eee ee eo ~~ « a a ae ~-.
- > . --
ae Sa ae ae a, ote Cn eae y SC . .
a A TS AC AR A LET
— a ht nn ir ne en ee ee Ed
+e Or eer WR 6 a 8 OE a Se es. SE OE ee Ee as .
. 7
*. - os
santas a i aden wee a ~ Pow... wae. a ee an en -. om % =
.
* ad et eee ~
_ - + pe. - - i me
.
5 cd eam
vn ~e . . ~~ , - .. ~~ nme * - es _-
.
* = . - .
ne i eee ad ~ . One . _ ew we _—— ~- eee ne .. . . —<. «
. . .
— s _ a en e .",af,"""
.
¢
oh id
aid -— ow Mo we eat again wee ww - e® . ~~ —— - ~ ene™ ,: oe ~-—w ow — om eee
-e @e- . a *¢
-
. ~
ox : - a* @ <
aiid - ~@~ - rm a OO aw oe ere ee ee eee —~ map - _*
e
- . eh - -
.
.
eo
: ow ase . - ~
etc
.
_ one NN Me we a ee: nn 8 eee ee eo ~~ « a a ae ~-.
-> . --
ae Sa ae ae a, ote Cn eae y SC . .
a A TS AC AR A LET
— a ht nn ir ne and ee ee Ed
+e Or honor WR 6 a 8 OE a Se es. SE OE ee Ee if .
. 7
*. - ox
santas a i aden woe a ~ Pow... wow. a ee an and -. to % =
.
* ad et eee ~
_ - + pe. - - i m
.
5 cd eam
from . ~~ , - .. ~~ nme * - es _-
.
* = . - .
ne i eee ad ~ . One. _ ew we _—— ~- eee ne .. . . —<. «
. . .
— s _ a and e .",,,,success
